spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id,behavioral_motivation_standardized
buildings,visual continuity,attracts attention,positive,202203_113.90067206584965_22.5678543452375.png,engagement
intersection,sense of organization,understanding arrangement,positive,202207_113.7899513_22.7557094.png,comprehension of space
buildings,moderate coherence,navigating space,positive,202207_113.7899513_22.7557094.png,ease in understanding
lanes,clear physical order,following traffic rules,positive,202207_113.7899513_22.7557094.png,obey traffic rules
signals,sense of safety,waiting for green light,positive,202207_113.7899513_22.7557094.png,obeying traffic rules
dividers,defined boundaries,staying in lane,positive,202207_113.7899513_22.7557094.png,parking efficiently
layout,sense of order,navigate efficiently,positive,202203_113.91176155987927_22.577002831060557.png,facilitating navigation
roads,feeling of safety,cross streets confidently,positive,202203_113.91176155987927_22.577002831060557.png,confidence in movement
buildings,sense of organization,engage with surroundings,positive,202203_113.91176155987927_22.577002831060557.png,engagement with surroundings
crossings,awareness of traffic,make informed decisions,positive,202203_113.91176155987927_22.577002831060557.png,informed decision-making
roads,sense of order,navigate efficiently,positive,202207_114.0390344_22.565740199999993.png,facilitating navigation
sidewalks,sense of safety,walk comfortably,positive,202207_114.0390344_22.565740199999993.png,facilitated walking
buildings,urban familiarity,engage with surroundings,positive,202207_114.0390344_22.565740199999993.png,engagement with surroundings
traffic,confusion,hesitate to cross,negative,202207_114.0390344_22.565740199999993.png,increased safety
intersection,disorder,avoid crossing,negative,202207_114.0390344_22.565740199999993.png,avoidance of obstacles
buildings,sense of order,navigate easily,positive,202211_113.77505982771899_22.723719831714774.png,navigate with ease
road,functional space,move efficiently,positive,202211_113.77505982771899_22.723719831714774.png,movement coordination
signage,organized feel,understand layout,positive,202211_113.77505982771899_22.723719831714774.png,understanding layout
parking,clear arrangement,park vehicles,positive,202211_113.77505982771899_22.723719831714774.png,effective vehicle placement
buildings,sense of order,navigate effectively,positive,202207_114.0415258_22.5271703.png,predictable navigation
sidewalks,sense of organization,walk safely,positive,202207_114.0415258_22.5271703.png,crossing roads safely
traffic,functional space,drive confidently,positive,202207_114.0415258_22.5271703.png,confident driving
signage,clarity,follow directions,positive,202207_114.0415258_22.5271703.png,obey traffic rules
infrastructure,logical arrangement,utilize space efficiently,positive,202207_114.0415258_22.5271703.png,effective use of area
roads,sense of order,navigate effectively,positive,202207_114.0711204_22.525914400000005.png,predictable navigation
buildings,planned environment,feel secure,positive,202207_114.0711204_22.525914400000005.png,confidence in safety
traffic signals,controlled flow,cross safely,positive,202207_114.0711204_22.525914400000005.png,move along
pedestrian crossings,clear pathways,move confidently,positive,202207_114.0711204_22.525914400000005.png,confident walking
trees,sense of nature,increased relaxation,positive,202211_113.77730378065276_22.73701757854313.png,relax and reflect
buildings,sense of order,navigational ease,positive,202211_113.77730378065276_22.73701757854313.png,easy comprehension
lanes,clarity of movement,encouraged walking,positive,202211_113.77730378065276_22.73701757854313.png,increases walking
landscaping,aesthetic appeal,social interaction,positive,202211_113.77730378065276_22.73701757854313.png,encourage social interaction
intersection,moderate coherence,navigate safely,positive,202211_113.77998670000001_22.727497899999996.png,cross the street safely
barriers,disruption to order,avoid construction areas,negative,202211_113.77998670000001_22.727497899999996.png,avoid construction areas
buildings,logical structure,engage with surroundings,positive,202211_113.77998670000001_22.727497899999996.png,engagement with surroundings
roads,organized layout,follow traffic rules,positive,202211_113.77998670000001_22.727497899999996.png,obey traffic rules
buildings,feeling of order,easy navigation,positive,202211_113.7794258_22.7216817.png,navigate with ease
grid,sense of predictability,comprehending layout,positive,202211_113.7794258_22.7216817.png,comprehend space
traffic,understandable arrangement,regulated flow,positive,202211_113.7794258_22.7216817.png,smooth traffic flow
road,strong sense of order,easy navigation,positive,202211_113.78170653341552_22.710430335930678.png,navigate with ease
buildings,structured arrangement,clear understanding of layout,positive,202211_113.78170653341552_22.710430335930678.png,understanding spatial arrangement
grass,organized appearance,enhanced aesthetic appreciation,positive,202211_113.78170653341552_22.710430335930678.png,enhanced aesthetic appreciation
trees,neatness,promotes relaxation,positive,202211_113.78170653341552_22.710430335930678.png,promote tranquility
road,sense of order,navigate easily,positive,202211_113.78291956179339_22.7216500714381.png,navigate with ease
trees,clear structure,appreciate organization,positive,202211_113.78291956179339_22.7216500714381.png,seek organized spaces
bicycles,sense of community,engage in cycling,positive,202211_113.78291956179339_22.7216500714381.png,biking to locations
buildings,feeling of safety,spend time outdoors,positive,202211_113.78291956179339_22.7216500714381.png,desire to spend time outdoors
traffic,strong sense of order,easily understandable navigation,positive,202211_113.7865158_22.714390699999996.png,easy navigation
markings,clear understanding,following road rules,positive,202211_113.7865158_22.714390699999996.png,obey traffic rules
signals,enhanced safety,increased compliance,positive,202211_113.7865158_22.714390699999996.png,functional use
overpass,structured environment,confident movement,positive,202211_113.7865158_22.714390699999996.png,navigate with confidence
buildings,organized space,effective use of area,positive,202211_113.7865158_22.714390699999996.png,effective use of area
road,sense of order,navigate effectively,positive,202211_113.78304058960535_22.737725950145425.png,predictable navigation
fencing,feeling of safety,move confidently,positive,202211_113.78304058960535_22.737725950145425.png,confident walking
buildings,sense of organization,engage with environment,positive,202211_113.78304058960535_22.737725950145425.png,engage with space
construction,temporary disruption,avoid areas,negative,202211_113.78304058960535_22.737725950145425.png,withdrawal from space
street,sense of order,navigating efficiently,positive,202211_113.78370155342758_22.7074816970686.png,easier navigation
buildings,sense of predictability,engaging with surroundings,positive,202211_113.78370155342758_22.7074816970686.png,seek natural spaces
layout,sense of organization,navigate effectively,positive,202211_113.78558075179616_22.734401360164554.png,predictable navigation
traffic,clear order,move safely,positive,202211_113.78558075179616_22.734401360164554.png,adhere to protocols
motorcycles,perceived clutter,avoid congestion,negative,202211_113.78558075179616_22.734401360164554.png,caution when crossing
road,sense of order,increased predictability,positive,202211_113.78739203139185_22.72511476737532.png,feeling oriented
landscaping,feeling of organization,enhanced comfort,positive,202211_113.78739203139185_22.72511476737532.png,increased comfort
highway,physical order,encouraged navigation,positive,202211_113.78739203139185_22.72511476737532.png,easier navigation
intersection,sense of predictability,easy to understand and follow,positive,202211_113.7870944_22.721516699999995.png,understanding of layout
lanes,logical organization,navigate effectively,positive,202211_113.7870944_22.721516699999995.png,predictable navigation
traffic signals,comprehensibility,follow traffic rules,positive,202211_113.7870944_22.721516699999995.png,obey traffic rules
pedestrian crossings,orderly arrangement,cross safely,positive,202211_113.7870944_22.721516699999995.png,move along
buildings,visual order,navigate surroundings,positive,202211_113.7870944_22.721516699999995.png,follow direction
roads,predictability,drive confidently,positive,202211_113.7870944_22.721516699999995.png,confident driving
roads,sense of order,navigate efficiently,positive,202211_113.7875024254806_22.752434936078743.png,facilitating navigation
buildings,predictable structure,feel secure,positive,202211_113.7875024254806_22.752434936078743.png,confidence in safety
infrastructure,organized environment,engage with surroundings,positive,202211_113.7875024254806_22.752434936078743.png,engagement with surroundings
street,sense of coherence,easier navigation,positive,202211_113.7878427500912_22.730293811501266.png,facilitated travel
lanes,predictability,understanding layout,positive,202211_113.7878427500912_22.730293811501266.png,clear understanding of layout
markings,order,following rules,positive,202211_113.7878427500912_22.730293811501266.png,desire for coherence
infrastructure,clarity,efficient movement,positive,202211_113.7878427500912_22.730293811501266.png,efficient traffic flow
barriers,security,staying within boundaries,positive,202211_113.7878427500912_22.730293811501266.png,limited movement
road,slightly disorganized impression,hesitation to use space,negative,202211_113.78807238764684_22.679775888856494.png,reluctance to engage
sidewalks,visible order,encouragement to walk,positive,202211_113.78807238764684_22.679775888856494.png,desire to explore
buildings,sense of structure,desire to explore,positive,202211_113.78807238764684_22.679775888856494.png,explore natural environments
trees,aesthetic appeal,encouragement to linger,positive,202211_113.78807238764684_22.679775888856494.png,enhance social interaction
construction,disruption of order,avoidance of area,negative,202211_113.78807238764684_22.679775888856494.png,detour
barriers,obstruction,deterrence from passage,negative,202211_113.78807238764684_22.679775888856494.png,disinterest in shopping
signage,confusion,increased caution,negative,202211_113.78807238764684_22.679775888856494.png,clear understanding of layout
streetscape,sense of visual clutter,difficulty in navigation,negative,202211_113.7880901_22.6966198.png,discomfort in spaces
buildings,lack of harmony,reduced engagement,negative,202211_113.7880901_22.6966198.png,reduced comfort
road,underlying structure,potential for order,neutral,202211_113.7880901_22.6966198.png,greater pedestrian activity
signage,overwhelming information,information overload,negative,202211_113.7880901_22.6966198.png,cognitive engagement
traffic,busy environment,increased stress,negative,202211_113.7880901_22.6966198.png,experience disruption
street,sense of order,navigate safely,positive,202211_113.788117_22.677831.png,cross the street safely
buildings,predictable organization,feel comfortable,positive,202211_113.788117_22.677831.png,feel comfortable
view,disrupted coherence,hesitate to explore,negative,202211_113.788117_22.677831.png,reduced exploration
buildings,understanding spatial relationships,navigating the environment,positive,202211_113.7887506388353_22.740704310661634.png,logical navigation
vegetation,perception of order,appreciating the aesthetics,positive,202211_113.7887506388353_22.740704310661634.png,appreciate nature
sidewalks,sense of safety,walking comfortably,positive,202211_113.7887506388353_22.740704310661634.png,walk safely
road markings,clarity in navigation,following traffic rules,positive,202211_113.7887506388353_22.740704310661634.png,obey traffic rules
roads,sense of order,navigate efficiently,positive,202211_113.78918557199142_22.749255381384106.png,facilitating navigation
signals,safety awareness,follow traffic rules,positive,202211_113.78918557199142_22.749255381384106.png,obey traffic rules
structures,organized environment,utilize urban space,positive,202211_113.78918557199142_22.749255381384106.png,utilize urban resources
railway,sense of order,navigate easily,positive,202211_113.7885606_22.738446.png,navigate with ease
roads,clarity of organization,follow traffic signals,positive,202211_113.7885606_22.738446.png,caution when crossing
buildings,structured environment,engage with surroundings,positive,202211_113.7885606_22.738446.png,engagement with surroundings
overpass,predictable arrangement,easy navigation,positive,202211_113.78890354714758_22.74601816597424.png,navigate with ease
traffic,organized flow,efficient movement,positive,202211_113.78890354714758_22.74601816597424.png,efficient traffic flow
road,clear understanding,confident driving,positive,202211_113.78890354714758_22.74601816597424.png,smoother driving experience
buildings,somewhat coherent,perceive organization,positive,202211_113.79004667585805_22.70128916361529.png,improved clarity
barriers,disrupted order,difficulty in perception,negative,202211_113.79004667585805_22.70128916361529.png,difficulty in perception
infrastructure,less easy to perceive,lack of unity,negative,202211_113.79004667585805_22.70128916361529.png,avoidance of exploration
highway,sense of organized complexity,navigate efficiently,positive,202211_113.7894217_22.752072800000004.png,facilitating navigation
roads,underlying order,follow traffic rules,positive,202211_113.7894217_22.752072800000004.png,obey traffic rules
buildings,systematically planned,engage with urban environment,positive,202211_113.7894217_22.752072800000004.png,engagement with nature
infrastructure,functional organization,utilize urban resources,neutral,202211_113.7894217_22.752072800000004.png,create awareness of change
road,orderly and predictable,navigation,positive,202211_113.789865366151_22.685985015913158.png,logical navigation
sidewalks,structured environment,walking,positive,202211_113.789865366151_22.685985015913158.png,move through space
buildings,functional,utilization,neutral,202211_113.789865366151_22.685985015913158.png,effective use of space
architecture,lacks effortless understanding,hesitation,negative,202211_113.789865366151_22.685985015913158.png,reduced exploration
road,moderate coherence,exploration,neutral,202211_113.79055882943925_22.672146498544933.png,moving freely
river,blended elements,engagement,neutral,202211_113.79055882943925_22.672146498544933.png,comprehend surroundings
embankment,lack of order,hesitation,negative,202211_113.79055882943925_22.672146498544933.png,reduced exploration
roads,sense of order,navigate effectively,positive,202211_113.7912695_22.7661087.png,predictable navigation
buildings,planned infrastructure,engage with environment,positive,202211_113.7912695_22.7661087.png,engage with space
traffic,slight disorder,exercise caution,negative,202211_113.7912695_22.7661087.png,careful movement
vehicles,complexity,adapt to surroundings,neutral,202211_113.7912695_22.7661087.png,engaging with surroundings
landscape,clear organization,easier navigation,positive,202211_113.794634_22.7212886.png,facilitated travel
roads,functional environment,increased understanding,positive,202211_113.794634_22.7212886.png,understand space functionality
buildings,planned structure,sense of order,positive,202211_113.794634_22.7212886.png,greater appreciation
signals,clarity in direction,improved safety,positive,202211_113.794634_22.7212886.png,safe movement
street,chaotic urban fabric,navigating through space,negative,202211_113.79437007537138_22.682460288185617.png,following designated paths
buildings,sense of organization,engaging with surroundings,positive,202211_113.79437007537138_22.682460288185617.png,seek natural spaces
shops,lack of clear organization,shopping or browsing,negative,202211_113.79437007537138_22.682460288185617.png,exploring commercial options
pedestrian crossings,functional order,crossing safely,positive,202211_113.79437007537138_22.682460288185617.png,crossing safely
buildings,sense of order,increased navigation ease,positive,202211_113.79429692960518_22.764511153722612.png,ease of understanding
greenery,feeling of tranquility,encouragement to relax,positive,202211_113.79429692960518_22.764511153722612.png,encourage relaxation
road,clarity and safety,promotes walking,positive,202211_113.79429692960518_22.764511153722612.png,confident walking
road,sense of order,navigate effectively,positive,202211_113.79350177668738_22.737989125852156.png,predictable navigation
sidewalks,structured environment,encourage walking,positive,202211_113.79350177668738_22.737989125852156.png,promote pedestrian movement
buildings,sense of organization,promote social interaction,positive,202211_113.79350177668738_22.737989125852156.png,promoted community engagement
traffic lanes,clear separation,enhance safety,positive,202211_113.79350177668738_22.737989125852156.png,enhance safety
view,fragmented perspective,distract from environment,negative,202211_113.79350177668738_22.737989125852156.png,distraction from tasks
intersection,sense of order,navigate safely,positive,202211_113.7948451_22.7100912.png,cross the street safely
roads,clear understanding,follow traffic rules,positive,202211_113.7948451_22.7100912.png,obey traffic rules
buildings,integrated environment,explore the area,positive,202211_113.7948451_22.7100912.png,exploring spaces
traffic lights,systematic arrangement,wait for crossing,positive,202211_113.7948451_22.7100912.png,approach cautiously
barriers,reinforced structure,maintain safety,positive,202211_113.7948451_22.7100912.png,feeling secure in movement
infrastructure,sense of order,navigate easily,positive,202211_113.794994_22.703955800000003.png,navigate with ease
buildings,structured environment,understand space organization,positive,202211_113.794994_22.703955800000003.png,awareness of layout
road,clear pathways,cross safely,positive,202211_113.794994_22.703955800000003.png,move along
sidewalk,defined separation,walk comfortably,positive,202211_113.794994_22.703955800000003.png,facilitated walking
street,moderate coherence,easier navigation,positive,202211_113.79193981834086_22.71943767205122.png,facilitated travel
vehicles,organized arrangement,increased orderliness,positive,202211_113.79193981834086_22.71943767205122.png,sense of security
fences,structural order,enhanced perception of space,positive,202211_113.79193981834086_22.71943767205122.png,increase safety
buildings,defined boundaries,sense of security,positive,202211_113.79193981834086_22.71943767205122.png,feeling safe at night
road,clear navigation,walking or driving,positive,202211_113.79229048303672_22.6689154022437.png,explore options
waterway,calming effect,staying or relaxing,positive,202211_113.79229048303672_22.6689154022437.png,participation in daily life
greenery,sense of tranquility,engaging in outdoor activities,positive,202211_113.79229048303672_22.6689154022437.png,reconsider use of space
structures,familiarity,utilizing services,positive,202211_113.79229048303672_22.6689154022437.png,utilizing facilities
cars,busy environment,commuting,neutral,202211_113.79229048303672_22.6689154022437.png,follow paths easily
street,moderate sense of organization,navigate effectively,positive,202211_113.79518530836098_22.76959929386346.png,predictable navigation
crosswalks,sense of safety,cross the street,positive,202211_113.79518530836098_22.76959929386346.png,cross the street safely
parking,orderliness,park vehicles,positive,202211_113.79518530836098_22.76959929386346.png,effective vehicle placement
construction,disruption of order,avoid area,negative,202211_113.79518530836098_22.76959929386346.png,hesitation to use space
street,moderate coherence,navigate effectively,positive,202211_113.79544105251205_22.737848127648423.png,predictable navigation
sidewalks,sense of order,walk comfortably,positive,202211_113.79544105251205_22.737848127648423.png,facilitated walking
buildings,visual alignment,engage with surroundings,positive,202211_113.79544105251205_22.737848127648423.png,engagement with surroundings
construction,visual disruption,avoid area,negative,202211_113.79544105251205_22.737848127648423.png,hesitation to use space
urban layout,understandable design,explore space,positive,202211_113.79544105251205_22.737848127648423.png,exploring the neighborhood
intersection,sense of order,navigate efficiently,positive,202211_113.7957707_22.7341786.png,facilitating navigation
buildings,structured environment,feel secure,positive,202211_113.7957707_22.7341786.png,confidence in safety
signage,understandable environment,follow directions,positive,202211_113.7957707_22.7341786.png,obey traffic rules
roads,sense of disorganization,confusion in navigation,negative,202211_113.7972678_22.751497699999998.png,difficulty in navigating
traffic,chaotic urban intersection,avoidance of the area,negative,202211_113.7972678_22.751497699999998.png,feeling discontent
signs,lack of clarity,hesitation to proceed,negative,202211_113.7972678_22.751497699999998.png,difficulty in navigation
barriers,feeling of chaos,increased caution,negative,202211_113.7972678_22.751497699999998.png,clear understanding of layout
layout,sense of order,navigate easily,positive,202211_113.79678975316196_22.71011567786458.png,navigate with ease
buildings,understandable arrangement,feel oriented,positive,202211_113.79678975316196_22.71011567786458.png,understanding organization
sidewalks,coherent environment,promote walking,positive,202211_113.79678975316196_22.71011567786458.png,encourage relaxation
parking,sense of organization,park vehicles efficiently,positive,202211_113.79678975316196_22.71011567786458.png,parking efficiently
trees,sense of order,easier navigation,positive,202211_113.79873311776561_22.754680687830483.png,facilitated travel
buildings,sense of predictability,comfort in movement,positive,202211_113.79873311776561_22.754680687830483.png,comfort in movement
roads,understanding of organization,increased confidence in travel,positive,202211_113.79873311776561_22.754680687830483.png,comfort in space
street,predictability and organization,navigating safely,positive,202211_113.7991550936337_22.686108842505572.png,crossing streets safely
buildings,somewhat orderly,engaging with surroundings,neutral,202211_113.7991550936337_22.686108842505572.png,seek natural spaces
buildings,lack of order,confusion,negative,202211_113.80012963169145_22.73168592170157.png,confusion in usage
signage,overwhelmed,distraction,negative,202211_113.80012963169145_22.73168592170157.png,distraction from surroundings
traffic,chaotic environment,hesitation,negative,202211_113.80012963169145_22.73168592170157.png,reduced exploration
markings,some organization,navigation,positive,202211_113.80012963169145_22.73168592170157.png,logical navigation
grid,sense of structure,navigate effectively,positive,202211_113.79916404413021_22.68246341157333.png,predictable navigation
buildings,feeling of order,explore surroundings,positive,202211_113.79916404413021_22.68246341157333.png,exploring surroundings
signs,disruption of order,hesitate or avoid,negative,202211_113.79916404413021_22.68246341157333.png,hesitation in movement
vehicles,overwhelmed by visual information,seek clarity,negative,202211_113.79916404413021_22.68246341157333.png,seek clarity
buildings,sense of organized structure,navigating efficiently,positive,202211_113.80026575345416_22.723921665747103.png,easier navigation
road,high degree of coherence,following traffic rules,positive,202211_113.80026575345416_22.723921665747103.png,obey traffic rules
traffic,orderly flow,crossing safely,positive,202211_113.80026575345416_22.723921665747103.png,crossing safely
street,sense of order,easy navigation,positive,202211_113.7997937_22.707590499999995.png,navigate with ease
intersection,predictable flow,safe crossing,positive,202211_113.7997937_22.707590499999995.png,enhanced safety
buildings,comprehension of environment,engagement with space,positive,202211_113.7997937_22.707590499999995.png,explore diverse spaces
sidewalks,facilitated movement,walking,positive,202211_113.7997937_22.707590499999995.png,move through space
buildings,understandable organization,navigating the area,positive,202211_113.7995817_22.704094600000005.png,predictable navigation
streets,functional layout,using the road,positive,202211_113.7995817_22.704094600000005.png,encourage safe driving behavior
sidewalks,easy to process,walking comfortably,positive,202211_113.7995817_22.704094600000005.png,walk safely
road,clear order,easier navigation,positive,202211_113.80061823030748_22.772759728708166.png,facilitated travel
sidewalks,structured environment,encourages walking,positive,202211_113.80061823030748_22.772759728708166.png,encourages walking
trees,aesthetic appeal,promotes relaxation,positive,202211_113.80061823030748_22.772759728708166.png,promote tranquility
buildings,organized layout,facilitates understanding,positive,202211_113.80061823030748_22.772759728708166.png,facilitates understanding
vehicles,sense of organized chaos,increased caution,negative,202211_113.8021243_22.703507899999998.png,clear understanding of layout
construction,lack of cohesion,avoidance of the area,negative,202211_113.8021243_22.703507899999998.png,feeling discontent
roads,somewhat organized,navigating through space,neutral,202211_113.8021243_22.703507899999998.png,following designated paths
buildings,predictable order,exploration,positive,202211_113.8021243_22.703507899999998.png,moving freely
roads,ordered understanding,navigating efficiently,positive,202211_113.8017865_22.6838826.png,easier navigation
buildings,sense of structure,engaging with the environment,positive,202211_113.8017865_22.6838826.png,engaging with spaces
greenery,aesthetic appeal,relaxing or socializing,positive,202211_113.8017865_22.6838826.png,seeking relaxation
overpass,functional clarity,crossing safely,positive,202211_113.8017865_22.6838826.png,crossing safely
roads,easily understood spatial arrangement,navigate effectively,positive,202211_113.80055113151711_22.67389485421088.png,predictable navigation
trees,sense of order,enjoy the environment,positive,202211_113.80055113151711_22.67389485421088.png,investigate natural environments
buildings,coherence in design,feel secure,positive,202211_113.80055113151711_22.67389485421088.png,confidence in safety
infrastructure,organized layout,access facilities easily,positive,202211_113.80055113151711_22.67389485421088.png,engage with the community
buildings,sense of predictability,navigating the space,positive,202211_113.802514016974_22.733077252307645.png,understanding surroundings
sidewalks,understanding of the space,walking comfortably,positive,202211_113.802514016974_22.733077252307645.png,walk safely
roadways,organized environment,driving with ease,positive,202211_113.802514016974_22.733077252307645.png,follow paths easily
establishments,variety in the environment,exploring options,positive,202211_113.802514016974_22.733077252307645.png,explore natural environments
layout,sense of organization,navigate easily,positive,202211_113.8041477_22.688541199999996.png,navigate with ease
roads,clarity of movement,cross safely,positive,202211_113.8041477_22.688541199999996.png,move along
buildings,predictability,explore surroundings,positive,202211_113.8041477_22.688541199999996.png,exploring surroundings
traffic,sense of structure,navigate effectively,positive,202211_113.8006675_22.7256871.png,predictable navigation
signals,visual clarity,follow traffic rules,positive,202211_113.8006675_22.7256871.png,obey traffic rules
markings,orderliness,cross safely,positive,202211_113.8006675_22.7256871.png,move along
buildings,comprehensible layout,explore surroundings,positive,202211_113.8006675_22.7256871.png,exploring surroundings
roads,flow of traffic,move efficiently,positive,202211_113.8006675_22.7256871.png,movement coordination
crossings,spatial relationships,make informed decisions,positive,202211_113.8006675_22.7256871.png,informed decision-making
street,sense of order,navigate safely,positive,202211_113.8025674_22.754007199999997.png,cross the street safely
construction,sense of disarray,avoid areas,negative,202211_113.8025674_22.754007199999997.png,withdrawal from space
barriers,sense of obstruction,detour,negative,202211_113.8025674_22.754007199999997.png,better navigation
buildings,mixed impression,explore,neutral,202211_113.8025674_22.754007199999997.png,explore diverse spaces
bridge,sense of structure,crossing the road,positive,202211_113.80511405552055_22.76084920992534.png,crossing safely
buildings,feeling of disorganization,navigating the area,negative,202211_113.80511405552055_22.76084920992534.png,predictable navigation
infrastructure,lack of intuitiveness,seeking clarity,negative,202211_113.80511405552055_22.76084920992534.png,question organization
networks,degree of organization,planning routes,neutral,202211_113.80511405552055_22.76084920992534.png,strategic planning
elements,blend of natural and man-made,exploring the area,neutral,202211_113.80511405552055_22.76084920992534.png,reconsider use of space
road,structured environment,navigate safely,positive,202211_113.8041727_22.7795268.png,cross the street safely
overpass,sense of order,move efficiently,positive,202211_113.8041727_22.7795268.png,movement coordination
greenery,harmonious space,enjoy nature,neutral,202211_113.8041727_22.7795268.png,partake in outdoor recreation
panorama,reduced organization,feel disoriented,negative,202211_113.8041727_22.7795268.png,difficulty in understanding organization
roads,degree of order,navigate efficiently,positive,202211_113.8057355_22.673866700000005.png,facilitating navigation
buildings,suggest some disorganization,explore surroundings,negative,202211_113.8057355_22.673866700000005.png,exploring surroundings
intersection,dynamic nature,engage with environment,neutral,202211_113.8057355_22.673866700000005.png,engage with space
road,sense of order,easier navigation,positive,202211_113.80678275140282_22.722272628429288.png,facilitated travel
sidewalks,predictability,increased comfort,positive,202211_113.80678275140282_22.722272628429288.png,experience comfort
barriers,clear organization,enhanced safety,positive,202211_113.80678275140282_22.722272628429288.png,enhanced safety
buildings,understanding of layout,encouraged exploration,positive,202211_113.80678275140282_22.722272628429288.png,interest in exploring
road,clear navigation,safe driving,positive,202211_113.80678930000002_22.665553.png,exercise caution
greenery,organized environment,engagement with nature,positive,202211_113.80678930000002_22.665553.png,engagement with nature
street,sense of order,navigate safely,positive,202211_113.80604_22.7185322.png,cross the street safely
buildings,somewhat organized,explore area,positive,202211_113.80604_22.7185322.png,exploring surroundings
traffic lights,sense of control,follow traffic rules,positive,202211_113.80604_22.7185322.png,obey traffic rules
density,slight distraction,hesitate to engage,negative,202211_113.80604_22.7185322.png,hesitation in movement
building styles,lack of coherence,feel disoriented,negative,202211_113.80604_22.7185322.png,difficulty in understanding organization
buildings,feeling of disarray,avoidance of the area,negative,202211_113.8079517_22.735531800000004.png,feeling discontent
storefronts,lack of organization,disinterest in shopping,negative,202211_113.8079517_22.735531800000004.png,disinterest in shopping
roads,confusion,hesitation to navigate,negative,202211_113.8079517_22.735531800000004.png,hesitation to linger
construction,sense of disruption,avoidance of construction zones,negative,202211_113.8079517_22.735531800000004.png,avoid busy areas
street,organized layout,navigate easily,positive,202211_113.8067898_22.7047194.png,navigate with ease
buildings,planned development,understand spatial relationships,positive,202211_113.8067898_22.7047194.png,comprehension of spatial organization
infrastructure,integrated design,utilize walkways,positive,202211_113.8067898_22.7047194.png,maintain flow
roads,sense of order,navigate easily,positive,202211_113.8077616_22.622286599999995.png,navigate with ease
overpasses,logical flow,move efficiently,positive,202211_113.8077616_22.622286599999995.png,movement coordination
landscaping,organized environment,enjoy surroundings,positive,202211_113.8077616_22.622286599999995.png,attraction to nature
road,sense of order,navigate effectively,positive,202211_113.80912177043206_22.61110371298426.png,predictable navigation
sidewalks,clear organizational structure,walk safely,positive,202211_113.80912177043206_22.61110371298426.png,crossing roads safely
buildings,proper placement,engage with surroundings,positive,202211_113.80912177043206_22.61110371298426.png,engagement with surroundings
traffic signs,enhanced safety,follow traffic rules,positive,202211_113.80912177043206_22.61110371298426.png,obey traffic rules
roads,sense of order,easier navigation,positive,202211_113.8092688_22.7242032.png,facilitated travel
sidewalks,sense of order,easier navigation,positive,202211_113.8092688_22.7242032.png,facilitated travel
buildings,sense of organization,increased comfort,positive,202211_113.8092688_22.7242032.png,experience comfort
vehicles,sense of order,easier navigation,positive,202211_113.8092688_22.7242032.png,facilitated travel
parking,sense of organization,increased comfort,positive,202211_113.8092688_22.7242032.png,experience comfort
buildings,sense of order,navigate effectively,positive,202211_113.8082633_22.674981199999994.png,predictable navigation
roads,visual complexity,potential distraction,negative,202211_113.8082633_22.674981199999994.png,engagement in commerce
traffic,organized environment,follow traffic rules,positive,202211_113.8082633_22.674981199999994.png,obey traffic rules
construction,detracted order,avoid areas,negative,202211_113.8082633_22.674981199999994.png,withdrawal from space
street,sense of order,increased navigation ease,positive,202211_113.8100430382602_22.746583540331518.png,ease of understanding
buildings,sense of coherence,enhanced social interaction,positive,202211_113.8100430382602_22.746583540331518.png,encourage walking
traffic,reduced chaos,improved safety,positive,202211_113.8100430382602_22.746583540331518.png,safe movement
roads,sense of structure,understanding spatial arrangement,positive,202211_113.8102875_22.713581799999996.png,understand space organization
sidewalks,sense of organization,navigating the environment,positive,202211_113.8102875_22.713581799999996.png,logical navigation
buildings,predictability,feeling secure in movement,positive,202211_113.8102875_22.713581799999996.png,comfort in space
signals,clarity,following traffic rules,positive,202211_113.8102875_22.713581799999996.png,obey traffic rules
markings,orderliness,making informed decisions,positive,202211_113.8102875_22.713581799999996.png,decision-making improvement
roads,sense of coherence,understanding spatial relationships,positive,202211_113.8104048_22.698300300000003.png,understanding space structure
trees,sense of organization,navigating the environment,positive,202211_113.8104048_22.698300300000003.png,logical navigation
buildings,clarity in layout,moving through the space,positive,202211_113.8104048_22.698300300000003.png,navigate intersections
construction,chaotic environment,avoidance of the area,negative,202211_113.8109161_22.7844666.png,feeling discontent
barriers,sense of obstruction,hesitation to enter,negative,202211_113.8109161_22.7844666.png,reduced exploration
cars,disorderly setting,frustration with navigation,negative,202211_113.8109161_22.7844666.png,frustration in movement
buildings,fragmented space,lack of engagement,negative,202211_113.8109161_22.7844666.png,disinterest in interaction
fencing,temporary instability,caution in movement,negative,202211_113.8109161_22.7844666.png,increased caution
cones,sense of danger,increased alertness,negative,202211_113.8109161_22.7844666.png,stay alert at night
street,degree of order,navigate effectively,positive,202211_113.81151710000002_22.7109241.png,predictable navigation
buildings,organized appearance,feel secure,positive,202211_113.81151710000002_22.7109241.png,confidence in safety
view,visual complexity,experience confusion,negative,202211_113.81151710000002_22.7109241.png,can diminish clarity
context,lack of proper place,hesitate to engage,negative,202211_113.81151710000002_22.7109241.png,hesitation in movement
highway,sense of order,navigate easily,positive,202211_113.8118071_22.6277088.png,navigate with ease
