spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id,behavioral_motivation_standardized
buildings,limited exploration,stay within boundaries,negative,202211_113.9854985_22.685279299999994.png,maintaining limits
roads,defined boundaries,navigate the urban environment,neutral,202211_113.9854985_22.685279299999994.png,urban navigation
buildings,limited openness,restricted exploration,negative,202211_113.987769_22.6774694.png,reduction of movement
sidewalks,sense of length,encouraged movement,positive,202211_113.987769_22.6774694.png,incentivizes exploration
road,sense of space,exploration,positive,202211_113.9858528_22.704467899999997.png,exploration
greenery,hints of exploration,further exploration,positive,202211_113.9858528_22.704467899999997.png,exploration of environment
intersection,expansive urban landscape,movement,positive,202211_113.9858528_22.704467899999997.png,unrestricted movement
road,constrained exploration,limited movement,negative,202211_113.98367039433224_22.672815120621834.png,diminished engagement
bridge,restricted view,hesitation to explore,negative,202211_113.98367039433224_22.672815120621834.png,exploratory hesitation
barriers,sense of confinement,avoidance of exploration,negative,202211_113.98367039433224_22.672815120621834.png,discourage exploration
railings,lack of openness,staying on path,negative,202211_113.98367039433224_22.672815120621834.png,movement along the path
buildings,sense of urbanity,exploration,positive,202211_113.9890723_22.693102999999994.png,exploration
greenery,calming effect,movement,positive,202211_113.9890723_22.693102999999994.png,unrestricted movement
pathways,invitation to roam,walking,positive,202211_113.9890723_22.693102999999994.png,unrestricted movement
lanes,sense of space,navigation,positive,202211_113.9890723_22.693102999999994.png,navigating through spaces
roads,sense of movement,exploration,positive,202211_113.9905027_22.681737499999997.png,exploration
buildings,sense of confinement,limited exploration,negative,202211_113.9905027_22.681737499999997.png,limited exploration
traffic,feeling of restriction,hesitation to explore,negative,202211_113.9905027_22.681737499999997.png,exploratory hesitation
urban,awareness of boundaries,cautious movement,negative,202211_113.9905027_22.681737499999997.png,cautious behavior
open,sense of freedom,willingness to explore,positive,202211_113.9905027_22.681737499999997.png,exploring adjacent areas
buildings,restricted freedom,limited exploration,negative,202211_113.9879906_22.665906999999997.png,limited exploration
path,lack of vastness,minimal movement,negative,202211_113.9879906_22.665906999999997.png,minimal exploration
natural elements,constrained openness,hesitant navigation,negative,202211_113.9879906_22.665906999999997.png,cautious engagement
intersection,limited exploration,avoidance of area,negative,202211_113.991308_22.668160299999993.png,avoidance of venturing
buildings,constrained scale,hesitation to engage,negative,202211_113.991308_22.668160299999993.png,reluctance to navigate
expressway,restricted openness,reduced movement,negative,202211_113.991308_22.668160299999993.png,diminished engagement
street,moderate sense of scope,limited exploration,negative,202211_113.9901884_22.6640908.png,limited exploration
buildings,feeling of restriction,hesitation to move,negative,202211_113.9901884_22.6640908.png,exploratory hesitation
traffic,urban environment awareness,cautious navigation,neutral,202211_113.9901884_22.6640908.png,careful navigation
road,implied scale,exploration,neutral,202211_113.9939903_22.673004600000002.png,exploration
fencing,limited exploration,hesitation to explore,negative,202211_113.9939903_22.673004600000002.png,exploratory hesitation
buildings,urban setting,curiosity,positive,202211_113.9939903_22.673004600000002.png,promotes interaction
trees,natural presence,desire for interaction,positive,202211_113.9939903_22.673004600000002.png,explore freely
road,sense of possibility,exploration,positive,202211_113.996054_22.668308199999995.png,exploration
buildings,sense of exploration,movement and observation,positive,202211_113.996054_22.668308199999995.png,exploring urban area
cityscape,implied continuation,varied directions,positive,202211_113.996054_22.668308199999995.png,varied directions
street,limited exploration,hesitant movement,negative,202211_113.9923096_22.666352000000003.png,reluctance to advance
cars,constrained space,restricted movement,negative,202211_113.9923096_22.666352000000003.png,diminished engagement
buildings,bounded environment,lack of discovery,negative,202211_113.9923096_22.666352000000003.png,avoidance of pedestrian activities
glimpses,curiosity,exploratory intent,neutral,202211_113.9923096_22.666352000000003.png,exploration within the area
road,sense of scope,exploration,positive,202211_113.9984381_22.681373299999997.png,exploration
buildings,visible distance,movement,positive,202211_113.9984381_22.681373299999997.png,unrestricted movement
lanes,areas for movement,navigation,positive,202211_113.9984381_22.681373299999997.png,navigating through spaces
sidewalks,encouragement to walk,walking,positive,202211_113.9984381_22.681373299999997.png,unrestricted movement
environment,some boundaries,limited exploration,negative,202211_113.9984381_22.681373299999997.png,limited exploration
roads,sense of exploration,exploring the environment,positive,202211_113.9978556_22.662229899999996.png,engagement with surroundings
buildings,feeling of vastness,navigating through space,positive,202211_113.9978556_22.662229899999996.png,designated movement
infrastructure,openness,observing surroundings,positive,202211_113.9978556_22.662229899999996.png,awareness of surroundings
overpass,broad scope,moving freely,positive,202211_113.9978556_22.662229899999996.png,unrestricted movement
street,moderate exploration potential,walking and exploring,neutral,202211_113.9964751_22.657575699999995.png,engaged in urban landscape
buildings,sense of boundaries,limited exploration,negative,202211_113.9964751_22.657575699999995.png,limited exploration
traffic,organized nature,restricted movement,negative,202211_113.9964751_22.657575699999995.png,diminished engagement
sidewalks,encouragement to walk,walking along the street,positive,202211_113.9964751_22.657575699999995.png,roam freely
paths,limited exploration,hesitation to explore,negative,202211_114.0001142_22.672967399999997.png,exploratory hesitation
streets,restricted openness,avoidance of movement,negative,202211_114.0001142_22.672967399999997.png,avoidance of boundaries
guardrails,constrained freedom,reduced discovery,negative,202211_114.0001142_22.672967399999997.png,decreased freedom
infrastructure,bounded environment,limited engagement,negative,202211_114.0001142_22.672967399999997.png,mild engagement with surroundings
urban structures,less expansive feel,discouraged exploration,negative,202211_114.0001142_22.672967399999997.png,discourage free movement
road,sense of openness,exploration,positive,202211_114.0016995_22.664829299999997.png,exploration
buildings,defined boundaries,movement,neutral,202211_114.0016995_22.664829299999997.png,unrestricted movement
street,scope for exploration,traversing area,positive,202211_114.0016995_22.664829299999997.png,exploring areas
buildings,bounded environment,limited exploration,negative,202211_114.001936_22.656943199999997.png,limited exploration
roads,defined urban area,restricted movement,negative,202211_114.001936_22.656943199999997.png,diminished engagement
sidewalks,constrained space,hesitant navigation,negative,202211_114.001936_22.656943199999997.png,cautious engagement
overpass,crossing opportunity,movement facilitation,neutral,202211_114.001936_22.656943199999997.png,unrestricted movement
street,constrained exploration,hesitation to explore,negative,202211_114.0032822_22.681515600000004.png,exploratory hesitation
buildings,limited visibility,reduced curiosity,negative,202211_114.0032822_22.681515600000004.png,restricted feeling of scope
barriers,feeling restricted,avoidance of movement,negative,202211_114.0032822_22.681515600000004.png,avoidance of boundaries
buildings,feeling of boundedness,limited exploration,negative,202211_114.0032842_22.655026699999997.png,limited exploration
roads,feeling of boundedness,limited exploration,negative,202211_114.0032842_22.655026699999997.png,limited exploration
sidewalks,feeling of boundedness,limited exploration,negative,202211_114.0032842_22.655026699999997.png,limited exploration
traffic,feeling of congestion,avoidance of movement,negative,202211_114.0032842_22.655026699999997.png,avoidance of boundaries
elevated road,feeling of confinement,restricted navigation,negative,202211_114.0032842_22.655026699999997.png,constrained travel options
intersection,possibility for exploration,encourages movement,positive,202211_114.00752030000001_22.644621500000003.png,promotes interaction
buildings,sense of openness,invites exploration,positive,202211_114.00752030000001_22.644621500000003.png,exploring areas
roads,freedom of movement,promotes navigation,positive,202211_114.00752030000001_22.644621500000003.png,encourages movement
street,limited freedom for exploration,restrict exploration,negative,202211_114.0051723768474_22.681067740455443.png,limited engagement
buildings,restricted feeling of vastness,limit movement,negative,202211_114.0051723768474_22.681067740455443.png,lack of freedom
obstacles,restricted feeling of vastness,limit movement,negative,202211_114.0051723768474_22.681067740455443.png,lack of freedom
urban environment,limited freedom for exploration,restrict exploration,negative,202211_114.0051723768474_22.681067740455443.png,limited engagement
street,sense of ongoing urban development,possibilities for movement and exploration,positive,202211_114.00540480242616_22.65630467035494.png,potential for exploration
traffic barriers,limited feeling of exploration,restriction of movement,negative,202211_114.00540480242616_22.65630467035494.png,discourages wandering
sidewalks,reasonable sense of scope,encouragement of pedestrian activity,positive,202211_114.00540480242616_22.65630467035494.png,promotes pedestrian activity
intersection,limited exploration,avoidance of space,negative,202211_114.0078292_22.639066599999996.png,avoidance of boundaries
tracks,constrained movement,hesitation to traverse,negative,202211_114.0078292_22.639066599999996.png,induces reluctance
buildings,sense of confinement,reduced engagement,negative,202211_114.0078292_22.639066599999996.png,disinterest in exploration
buildings,constrained exploration,limited movement,negative,202211_114.00808370000001_22.647836700000003.png,diminished engagement
street,lack of vastness,restricted exploration,negative,202211_114.00808370000001_22.647836700000003.png,reduction of movement
walkways,defined boundaries,preventing exploration,negative,202211_114.00808370000001_22.647836700000003.png,constrained mobility
traffic,sense of danger,hesitation to explore,negative,202211_114.00808370000001_22.647836700000003.png,exploratory hesitation
street,sense of space,moving about,positive,202211_114.0067388_22.657706199999996.png,increased activity
buildings,exploration potential,discovering areas,positive,202211_114.0067388_22.657706199999996.png,sense of possibility
urban layout,urban familiarity,navigating pathways,neutral,202211_114.0067388_22.657706199999996.png,following path
roads,limited exploration,restricted movement,negative,202211_114.01052248887245_22.649428427414882.png,diminished engagement
buildings,constrained freedom,hesitant navigation,negative,202211_114.01052248887245_22.649428427414882.png,cautious engagement
highways,imposed boundaries,avoidance of areas,negative,202211_114.01052248887245_22.649428427414882.png,avoidance of venturing
urban design,lack of vastness,limited exploration,negative,202211_114.01052248887245_22.649428427414882.png,limited exploration
street,limited exploration,restricted movement,negative,202211_114.0083_22.6611993.png,diminished engagement
buildings,constrained environment,avoidance of exploration,negative,202211_114.0083_22.6611993.png,discourage exploration
traffic,sense of danger,hesitation to engage,negative,202211_114.0083_22.6611993.png,reluctance to navigate
sidewalks,defined pathways,guided movement,neutral,202211_114.0083_22.6611993.png,navigation through area
intersection,reasonable area for movement,navigate through space,positive,202211_114.00958_22.6768807.png,explore nearby
buildings,perceived boundaries,limit exploration,negative,202211_114.00958_22.6768807.png,limits foot traffic
traffic,ongoing congestion,hesitate to cross,negative,202211_114.00958_22.6768807.png,limited choices
environment,planned setting,follow designated paths,neutral,202211_114.00958_22.6768807.png,defined path
buildings,functional urban area,movement within the area,neutral,202211_114.0114565_22.7516805.png,strive for exploration
roads,limited exploration,restricted movement,negative,202211_114.0114565_22.7516805.png,diminished engagement
pathways,sense of movement,exploration,positive,202211_114.0114565_22.7516805.png,exploration
intersection,opportunity for navigation,decision-making,positive,202211_114.0114565_22.7516805.png,motivation to navigate
buildings,confined view,limited exploration,negative,202211_114.01226702670839_22.65062289331344.png,limited exploration
traffic,restricted movement,hesitation to explore,negative,202211_114.01226702670839_22.65062289331344.png,exploratory hesitation
green spaces,lack of expansiveness,minimal engagement,negative,202211_114.01226702670839_22.65062289331344.png,mild engagement with surroundings
road,sense of congestion,avoidance of exploration,negative,202211_114.0120856_22.6380701.png,discourage exploration
buildings,feeling of confinement,limited movement,negative,202211_114.0120856_22.6380701.png,diminished engagement
traffic,stress and distraction,hesitation to engage,negative,202211_114.0120856_22.6380701.png,reluctance to navigate
crossings,awareness of danger,caution in navigation,negative,202211_114.0120856_22.6380701.png,navigational caution
fences,limited exploration,avoidance of area,negative,202211_114.0132668_22.726755799999992.png,avoidance of venturing
road,functional transit,movement towards destination,neutral,202211_114.0132668_22.726755799999992.png,travel towards destinations
construction,restricted access,hesitation to explore,negative,202211_114.0132668_22.726755799999992.png,exploratory hesitation
urban development,distant perception,lack of engagement,negative,202211_114.0132668_22.726755799999992.png,restricted interaction
buildings,limited exploration,restricted movement,negative,202211_114.01360720000001_22.6653999.png,diminished engagement
sidewalks,moderate possibility,cautious navigation,neutral,202211_114.01360720000001_22.6653999.png,careful navigation
fences,implicit boundaries,hesitant exploration,negative,202211_114.01360720000001_22.6653999.png,limited mobility
traffic,urban congestion,careful crossing,negative,202211_114.01360720000001_22.6653999.png,ease of navigation
street,sense of breadth,movement and exploration,positive,202211_114.0143483_22.629982700000003.png,exploration of environment
sidewalks,sense of breadth,movement and exploration,positive,202211_114.0143483_22.629982700000003.png,exploration of environment
roads,sense of breadth,movement and exploration,positive,202211_114.0143483_22.629982700000003.png,exploration of environment
infrastructure,sense of breadth,movement and exploration,positive,202211_114.0143483_22.629982700000003.png,exploration of environment
street,sense of openness,exploration,positive,202211_114.01383709611049_22.67024418987094.png,exploration
traffic,sense of activity,movement,positive,202211_114.01383709611049_22.67024418987094.png,unrestricted movement
sidewalks,sense of safety,walking,positive,202211_114.01383709611049_22.67024418987094.png,unrestricted movement
buildings,sense of enclosure,observation,neutral,202211_114.01383709611049_22.67024418987094.png,observe urban layout
street,reasonable area for exploration,invites movement,positive,202211_114.0122966_22.6592225.png,encourages movement
sidewalks,sense of local area,encourages walking,positive,202211_114.0122966_22.6592225.png,encourages activity
buildings,imposed boundaries,restricts movement,negative,202211_114.0122966_22.6592225.png,constrained movement
road,defined urban block,limits exploration,negative,202211_114.0122966_22.6592225.png,limit mobility
road,sense of journey,traveling,positive,202211_114.01569978609133_22.728512338937833.png,engagement with environment
sky,feeling of openness,exploration,positive,202211_114.01569978609133_22.728512338937833.png,exploration
barriers,sense of limitation,restricted movement,negative,202211_114.01569978609133_22.728512338937833.png,diminished engagement
buildings,sense of confinement,staying on route,negative,202211_114.01569978609133_22.728512338937833.png,limited mobility
roads,sense of exploration,encourages exploration,positive,202211_114.01481627634406_22.65261985076098.png,promotes interaction
buildings,feeling of vastness,promotes wandering,positive,202211_114.01481627634406_22.65261985076098.png,promotes interaction
city,awareness of space,stimulates curiosity,positive,202211_114.01481627634406_22.65261985076098.png,inspires curiosity
roads,sense of openness,exploration,positive,202211_114.0163689_22.653706200000002.png,exploration
intersections,increased possibilities,movement,positive,202211_114.0163689_22.653706200000002.png,unrestricted movement
buildings,broad environment,navigation,positive,202211_114.0163689_22.653706200000002.png,navigating through spaces
infrastructure,sense of space,exploration,positive,202211_114.0163689_22.653706200000002.png,exploration
road,moderate exploration,movement and exploration,neutral,202211_114.01617567742461_22.720944442198924.png,exploration of environment
greenery,connectedness,exploration,positive,202211_114.01617567742461_22.720944442198924.png,exploration
barriers,limited exploration,hesitation to move,negative,202211_114.01617567742461_22.720944442198924.png,exploratory hesitation
traffic,restricted movement,avoidance of crossing,negative,202211_114.01617567742461_22.720944442198924.png,reluctance to advance
buildings,limited exploration,hesitation to explore,negative,202211_114.0177091_22.748998399999998.png,exploratory hesitation
traffic,constrained movement,avoidance of crossing,negative,202211_114.0177091_22.748998399999998.png,reluctance to advance
intersection,sense of connectivity,exploration,positive,202211_114.0191639_22.662296299999998.png,exploration
metro,urban vibrancy,movement,positive,202211_114.0191639_22.662296299999998.png,unrestricted movement
traffic,dynamic environment,engagement,positive,202211_114.0191639_22.662296299999998.png,engagement in shopping
pathways,accessibility,navigation,positive,202211_114.0191639_22.662296299999998.png,navigating through spaces
traffic,limited exploration,restricted movement,negative,202211_114.0181294_22.6263421.png,diminished engagement
sidewalks,limited exploration,restricted movement,negative,202211_114.0181294_22.6263421.png,diminished engagement
construction,limited exploration,restricted movement,negative,202211_114.0181294_22.6263421.png,diminished engagement
road,sense of vastness,exploration,positive,202211_114.01958120000002_22.706928199999997.png,exploration
vehicles,limited exploration,hesitation,negative,202211_114.01958120000002_22.706928199999997.png,hesitation
greenery,calmness,relaxation,positive,202211_114.01958120000002_22.706928199999997.png,seeking respite
overpass,urban confinement,restriction,negative,202211_114.01958120000002_22.706928199999997.png,reduction of movement
intersection,moderate perception of scope,exploration of urban environment,neutral,202211_114.0190127_22.633466399999996.png,urban exploration
roads,sense of connectivity,pedestrian movement,positive,202211_114.0190127_22.633466399999996.png,pedestrian movement
buildings,urban density,engagement with surroundings,positive,202211_114.0190127_22.633466399999996.png,encourages movement
crosswalks,safety for pedestrians,crossing streets,positive,202211_114.0190127_22.633466399999996.png,cautious behavior
sidewalks,encouragement to walk,movement within the area,positive,202211_114.0190127_22.633466399999996.png,strive for exploration
construction,limitations to exploration,hesitation to navigate,negative,202211_114.0190127_22.633466399999996.png,reluctance to advance
buildings,sense of boundary,limited exploration,negative,202211_114.0187342_22.630308.png,limited exploration
street,moderate sense of scope,movement along the street,neutral,202211_114.0187342_22.630308.png,navigation through urban density
road,constrained possibilities,restricted exploration,negative,202211_114.0187342_22.630308.png,reduction of movement
street,limited exploration,restricted movement,negative,202211_114.02076763342716_22.6417675560083.png,diminished engagement
buildings,defined boundaries,constrained navigation,negative,202211_114.02076763342716_22.6417675560083.png,cautious navigation
traffic,stressful environment,hesitant movement,negative,202211_114.02076763342716_22.6417675560083.png,reluctance to advance
sidewalks,functional pathway,direct movement,neutral,202211_114.02076763342716_22.6417675560083.png,incentivizes exploration
buildings,constrained exploration,limited movement,negative,202211_114.0203987_22.653373900000002.png,diminished engagement
traffic,sense of activity,increased observation,positive,202211_114.0203987_22.653373900000002.png,admiration
sidewalks,defined pathways,directed movement,neutral,202211_114.0203987_22.653373900000002.png,designated navigation
fences,feeling of boundaries,restricted exploration,negative,202211_114.0203987_22.653373900000002.png,reduction of movement
facades,limited openness,hesitation to explore,negative,202211_114.0203987_22.653373900000002.png,exploratory hesitation
street,suggested path,focused navigation,neutral,202211_114.0203987_22.653373900000002.png,straightforward movement
highway,constrained exploration,limited movement,negative,202211_114.0209513_22.704005600000002.png,diminished engagement
surroundings,urban confinement,restricted exploration,negative,202211_114.0209513_22.704005600000002.png,reduction of movement
space,potential for movement,encouraged exploration,positive,202211_114.0209513_22.704005600000002.png,exploring areas
roads,sense of expansiveness,exploration,positive,202211_114.0210043_22.668622000000003.png,exploration
buildings,degree of freedom,exploration,positive,202211_114.0210043_22.668622000000003.png,exploration
intersection,visual horizon,exploration,positive,202211_114.0210043_22.668622000000003.png,exploration
road,sense of exploration,encourages movement,positive,202211_114.0211632_22.610719899999992.png,promotes interaction
lanes,structured environment,limits movement,negative,202211_114.0211632_22.610719899999992.png,lack of variety in movement
barriers,feeling of restriction,discourages free exploration,negative,202211_114.0211632_22.610719899999992.png,discourage exploration
intersection,sense of scope,exploration,positive,202211_114.0217305_22.724620699999992.png,exploration
landscape,possibilities for exploration,discovering areas,positive,202211_114.0217305_22.724620699999992.png,sense of possibility
buildings,extended view,traveling directions,positive,202211_114.0217305_22.724620699999992.png,navigate along the path
road,implied directions,exploring paths,positive,202211_114.0217305_22.724620699999992.png,moving in various directions
street,sense of exploration,exploring the area,positive,202211_114.02214683204099_22.66441188077592.png,exploring areas
barriers,sense of confinement,hesitating to move,negative,202211_114.02214683204099_22.66441188077592.png,caution in exploration
buildings,limited free movement,staying within boundaries,negative,202211_114.02214683204099_22.66441188077592.png,awareness of limits
vehicles,sense of restriction,avoiding the street,negative,202211_114.02214683204099_22.66441188077592.png,cautious behavior
intersection,sense of openness,exploration,positive,202211_114.0226689_22.6581417.png,exploration
overpass,feeling of safety,crossing roads,positive,202211_114.0226689_22.6581417.png,safe transit
sky,awe and freedom,gazing upwards,positive,202211_114.0226689_22.6581417.png,focus on immediate area
buildings,confinement,hesitation to explore,negative,202211_114.0226689_22.6581417.png,exploratory hesitation
roads,busy environment,cautious movement,neutral,202211_114.0226689_22.6581417.png,cautious behavior
intersection,sense of openness,exploration,positive,202211_114.02458397103088_22.636186228414157.png,exploration
buildings,feeling of freedom,movement,positive,202211_114.02458397103088_22.636186228414157.png,unrestricted movement
road,potential for exploration,traveling,positive,202211_114.02458397103088_22.636186228414157.png,engagement with environment
roads,limited exploration,hesitation to explore,negative,202211_114.024513_22.7198635.png,exploratory hesitation
buildings,defined boundaries,restricted movement,negative,202211_114.024513_22.7198635.png,diminished engagement
traffic,constrained environment,avoidance of movement,negative,202211_114.024513_22.7198635.png,avoidance of boundaries
barriers,sense of structure,limited exploration,negative,202211_114.024513_22.7198635.png,limited exploration
infrastructure,organized space,predictable navigation,neutral,202211_114.024513_22.7198635.png,exploration and movement
intersection,sense of openness,exploration,positive,202211_114.02504000000002_22.655338899999997.png,exploration
buildings,sense of enclosure,limited movement,negative,202211_114.02504000000002_22.655338899999997.png,diminished engagement
traffic,limited possibilities,restricted exploration,negative,202211_114.02504000000002_22.655338899999997.png,reduction of movement
street,sense of openness,exploration,positive,202211_114.02556840000001_22.630214099999996.png,exploration
buildings,urban density,movement through space,neutral,202211_114.02556840000001_22.630214099999996.png,navigate space
sidewalks,safety and accessibility,walking,positive,202211_114.02556840000001_22.630214099999996.png,unrestricted movement
traffic,busy environment,caution in navigation,negative,202211_114.02556840000001_22.630214099999996.png,navigational caution
roadway,sense of space for movement,exploration,positive,202211_114.02623188381102_22.719018468589184.png,exploration
barriers,limited possibilities for exploration,hesitation to explore,negative,202211_114.02623188381102_22.719018468589184.png,exploratory hesitation
streets,sense of scope,opportunities for exploration,positive,202211_114.02588041586304_22.667103762999158.png,potential for discovery
pathways,feeling of expansiveness,freedom to navigate,positive,202211_114.02588041586304_22.667103762999158.png,unrestricted movement
buildings,impression of spaciousness,broad area to experience,positive,202211_114.02588041586304_22.667103762999158.png,discovering areas
cityscape,sense of exploration,moving in multiple directions,positive,202211_114.02588041586304_22.667103762999158.png,exploring diverse directions
intersection,sense of exploration,encourages movement,positive,202211_114.026409_22.61672.png,promotes interaction
landscape,feeling of openness,promotes exploration,positive,202211_114.026409_22.61672.png,promotes exploration
pathways,sense of limitation,restricts leisurely movement,negative,202211_114.026409_22.61672.png,hindrance of mobility
roads,sense of connectivity,facilitates movement,positive,202211_114.026409_22.61672.png,movement without boundaries
sidewalks,sense of safety,encourages walking,positive,202211_114.026409_22.61672.png,encourages activity
street,potential for movement,exploration,positive,202211_114.02685327941492_22.65665801526316.png,exploration
sidewalks,potential for movement,exploration,positive,202211_114.02685327941492_22.65665801526316.png,exploration
shops,range of services,utilization of services,positive,202211_114.02685327941492_22.65665801526316.png,utilize transport options
buildings,limited sense of open space,restriction of movement,negative,202211_114.02685327941492_22.65665801526316.png,discourages wandering
traffic,limited sense of open space,restriction of movement,negative,202211_114.02685327941492_22.65665801526316.png,discourages wandering
infrastructure,confined scope,lack of exploration,negative,202211_114.02685327941492_22.65665801526316.png,limited engagement
intersection,limited exploration,avoidance of the area,negative,202211_114.0271165_22.5685268.png,reluctance to stray
traffic,stressful environment,hurry through,negative,202211_114.0271165_22.5685268.png,focused movement
vehicles,constrained movement,stay indoors,negative,202211_114.0271165_22.5685268.png,restricted transit
road,sense of space,movement and exploration,positive,202211_114.0270607_22.728646699999995.png,exploration of environment
buildings,perceived boundaries,limited exploration,negative,202211_114.0270607_22.728646699999995.png,limited exploration
urban development,sense of opportunity,exploration,positive,202211_114.0270607_22.728646699999995.png,exploration
intersection,sense of scope,movement and exploration,positive,202211_114.02749850000001_22.661723400000003.png,exploration of environment
buildings,extensive view,navigating surroundings,positive,202211_114.02749850000001_22.661723400000003.png,visual exploration
roads,variety of pathways,choosing directions,positive,202211_114.02749850000001_22.661723400000003.png,choose different paths
crosswalks,safety in movement,crossing streets,positive,202211_114.02749850000001_22.661723400000003.png,cautious behavior
pedestrian areas,encouragement to walk,exploring space,positive,202211_114.02749850000001_22.661723400000003.png,discovering areas
buildings,limited exploration,restrictive movement,negative,202211_114.026955_22.724973.png,diminished engagement
vehicles,sense of boundaries,hesitation to explore,negative,202211_114.026955_22.724973.png,exploratory hesitation
fences,constrained freedom,avoidance of certain areas,negative,202211_114.026955_22.724973.png,avoidance of pedestrian activities
road,suggested distance,potential exploration,neutral,202211_114.026955_22.724973.png,encourages movement
road,sense of openness,movement and exploration,positive,202211_114.02779052763432_22.67313863258654.png,exploration of environment
sky,sense of openness,movement and exploration,positive,202211_114.02779052763432_22.67313863258654.png,exploration of environment
buildings,sense of openness,movement and exploration,positive,202211_114.02779052763432_22.67313863258654.png,exploration of environment
boulevard,sense of openness,movement and exploration,positive,202211_114.02779052763432_22.67313863258654.png,exploration of environment
greenery,sense of openness,movement and exploration,positive,202211_114.02779052763432_22.67313863258654.png,exploration of environment
road,sense of exploration,travel in multiple directions,positive,202211_114.02830793021995_22.63514802817295.png,seeking diverse directions
buildings,urban expanse,navigate through the city,positive,202211_114.02830793021995_22.63514802817295.png,navigating urban context
roads,sense of openness,exploration,positive,202211_114.0283491_22.604311499999998.png,exploration
sidewalks,safety and accessibility,walking,positive,202211_114.0283491_22.604311499999998.png,unrestricted movement
buildings,urban familiarity,engagement,positive,202211_114.0283491_22.604311499999998.png,engagement in shopping
greenery,calmness,relaxation,positive,202211_114.0283491_22.604311499999998.png,seeking respite
lanes,movement potential,exploration,positive,202211_114.0283491_22.604311499999998.png,exploration
boundaries,restriction,hesitation,negative,202211_114.0283491_22.604311499999998.png,hesitation
roads,sense of exploration,exploring the area,positive,202211_114.0284235_22.621682199999995.png,exploring areas
buildings,feeling of discovery,traveling in different directions,positive,202211_114.0284235_22.621682199999995.png,exploration beyond
roads,sense of confinement,limited exploration,negative,202211_114.0294217_22.556639199999996.png,limited exploration
buildings,sense of confinement,limited exploration,negative,202211_114.0294217_22.556639199999996.png,limited exploration
infrastructure,sense of confinement,limited exploration,negative,202211_114.0294217_22.556639199999996.png,limited exploration
road,confined feeling,limited exploration,negative,202211_114.0296143_22.644204099999996.png,limited exploration
buildings,sense of enclosure,reduced movement,negative,202211_114.0296143_22.644204099999996.png,diminished engagement
sidewalks,moderate comfort,walking,positive,202211_114.0296143_22.644204099999996.png,unrestricted movement
high-rises,distant view,gazing,neutral,202211_114.0296143_22.644204099999996.png,focus on immediate area
road,sense of movement,encourages walking,positive,202211_114.03131508752195_22.741494572876128.png,encourages activity
sidewalks,safety and accessibility,promotes pedestrian activity,positive,202211_114.03131508752195_22.741494572876128.png,encouraged exploration
trees,connection to nature,invites exploration,positive,202211_114.03131508752195_22.741494572876128.png,exploring areas
urban,sense of confinement,limits exploration,negative,202211_114.03131508752195_22.741494572876128.png,limit mobility
landscape,limited exploration,avoidance of transit areas,negative,202211_114.0297621_22.617970299999996.png,navigation issues
buildings,sense of breadth,engagement with surroundings,positive,202211_114.0297621_22.617970299999996.png,encourages movement
traffic,constrained movement,hesitation to explore,negative,202211_114.0297621_22.617970299999996.png,exploratory hesitation
walkways,navigational clarity,increased foot traffic,positive,202211_114.0297621_22.617970299999996.png,encouraged mobility
barriers,sense of obstruction,reduced exploration,negative,202211_114.0297621_22.617970299999996.png,limited exploration
street,sense of movement,exploring the area,positive,202211_114.02983454916154_22.679820432382865.png,exploring areas
buildings,feeling confined,limited exploration,negative,202211_114.02983454916154_22.679820432382865.png,limited exploration
fences,restricted possibilities,hesitation to move,negative,202211_114.02983454916154_22.679820432382865.png,exploratory hesitation
sidewalks,potential for movement,walking,positive,202211_114.02983454916154_22.679820432382865.png,unrestricted movement
buildings,sense of exploration,exploring surroundings,positive,202211_114.0297753_22.638127799999996.png,exploration of environment
street,perceived boundaries,hesitation to explore,negative,202211_114.0297753_22.638127799999996.png,exploratory hesitation
structures,urban expanse,curiosity about larger area,positive,202211_114.0297753_22.638127799999996.png,willingness to explore
road,sense of movement,navigate through space,positive,202211_114.0314997_22.736269000000007.png,explore nearby
sidewalks,feeling of safety,walk comfortably,positive,202211_114.0314997_22.736269000000007.png,encourages movement
traffic,sense of constraint,hesitate to explore,negative,202211_114.0314997_22.736269000000007.png,reluctance to navigate
barriers,feeling of confinement,avoid certain areas,negative,202211_114.0314997_22.736269000000007.png,constrained movement
buildings,sense of structure,navigate urban landscape,neutral,202211_114.0314997_22.736269000000007.png,navigating through urban space
construction,sense of disruption,avoid construction zones,negative,202211_114.0314997_22.736269000000007.png,avoidance of certain areas
sidewalks,limited exploration,pedestrian movement,negative,202211_114.0318018_22.674518099999997.png,pedestrian movement
buildings,constrained environment,restricted exploration,negative,202211_114.0318018_22.674518099999997.png,reduction of movement
traffic,stressful atmosphere,avoidance behavior,negative,202211_114.0318018_22.674518099999997.png,avoidance of venturing
spaces,lack of openness,minimal exploration,negative,202211_114.0318018_22.674518099999997.png,limited exploration
intersection,sense of openness,exploration and movement,positive,202211_114.032242_22.6575483.png,encouraged exploration
roads,freedom of movement,navigating pathways,positive,202211_114.032242_22.6575483.png,following path
buildings,urban density,engaging with surroundings,neutral,202211_114.032242_22.6575483.png,exploring further
crossings,safety in navigation,crossing streets,positive,202211_114.032242_22.6575483.png,cautious behavior
