spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id,behavioral_motivation_standardized
marks,uninviting atmosphere,withdrawal,negative,202211_113.8474883_22.564213200000005.png,withdrawal
trees,visual interest,draws attention,positive,202211_113.84852700762849_22.610222404648848.png,draws attention
buses,familiar environment,prevents boredom,positive,202211_113.84852700762849_22.610222404648848.png,enhances understanding
buildings,engaging scene,stimulates exploration,positive,202211_113.84852700762849_22.610222404648848.png,stimulates exploration
road,limited visual interest,lack of engagement,negative,202211_113.8463772_22.792220699999998.png,lack of engagement
greenery,some nature presence,mild appreciation,neutral,202211_113.8463772_22.792220699999998.png,mild attraction
bridge,sense of infrastructure,transit focus,neutral,202211_113.8463772_22.792220699999998.png,navigation behavior
hills,distant scenery,momentary distraction,neutral,202211_113.8463772_22.792220699999998.png,momentary distraction
traffic,overwhelming presence,stress avoidance,negative,202211_113.8463772_22.792220699999998.png,promote calmness
sky,overcast mood,decreased motivation,negative,202211_113.8463772_22.792220699999998.png,disengagement or boredom
trees,preventing boredom,exploring surroundings,positive,202211_113.8491307_22.735909299999996.png,engagement with nature
sky,overcast feeling,staying indoors,negative,202211_113.8491307_22.735909299999996.png,avoidance of natural spaces
structures,lack of interest,minimal engagement,negative,202211_113.8491307_22.735909299999996.png,minimal engagement
traffic,focus on movement,navigating roads,neutral,202211_113.8491307_22.735909299999996.png,navigation and movement
road,functional impression,lack of engagement,negative,202211_113.8492719_22.793544899999997.png,lack of engagement
trees,minimal interest,limited exploration,negative,202211_113.8492719_22.793544899999997.png,limited exploration
landscaping,lack of captivating detail,reduced fascination,negative,202211_113.8492719_22.793544899999997.png,disinterest in space
construction,distraction,avoidance of the area,negative,202211_113.8492719_22.793544899999997.png,avoidance of distractions
trees,some visual variety,increased attention,positive,202211_113.849368_22.779738199999997.png,increased attention
vendors,moderate level of fascination,curiosity,neutral,202211_113.849368_22.779738199999997.png,curiosity
vehicles,predictable environment,reduced engagement,negative,202211_113.849368_22.779738199999997.png,reduced engagement
layout,limited attention,lack of exploration,negative,202211_113.849368_22.779738199999997.png,lack of exploration
structures,limited fascination,prevent boredom,negative,202211_113.8501178_22.796285799999996.png,prevent boredom
traffic,lack of uniqueness,fail to engage,negative,202211_113.8501178_22.796285799999996.png,fail to engage
road,repetitive nature,induce monotony,negative,202211_113.8501178_22.796285799999996.png,increased boredom
lamp,functional elements,not draw attention,negative,202211_113.8501178_22.796285799999996.png,not restorative
signs,lack of captivating features,fail to attract interest,negative,202211_113.8501178_22.796285799999996.png,decreased motivation
traffic,moderate fascination,increased awareness,positive,202211_113.8507415_22.7159106.png,increased caution
vehicles,visual interest,curiosity,positive,202211_113.8507415_22.7159106.png,curiosity
pedestrians,dynamic environment,social interaction,positive,202211_113.8507415_22.7159106.png,social interaction
buildings,mixed appeal,exploration,neutral,202211_113.8507415_22.7159106.png,exploration
trees,enhanced visual interest,relaxation,positive,202211_113.8507415_22.7159106.png,relaxation
greenery,calming effect,enjoyment of nature,positive,202211_113.8507415_22.7159106.png,enjoy the environment
trees,some visual interest,engagement with nature,positive,202211_113.8508916_22.813327999999995.png,exploration of nature
buildings,lack of captivating details,disinterest,negative,202211_113.8508916_22.813327999999995.png,disinterest
cars,everyday urban elements,indifference,neutral,202211_113.8508916_22.813327999999995.png,reduced curiosity
pavement,somewhat worn,lack of exploration,negative,202211_113.8508916_22.813327999999995.png,lack of exploration
sunlight,visual interest,hold attention,positive,202211_113.8523632_22.618814899999997.png,relaxed attention
trees,moderate fascination,prevent boredom,positive,202211_113.8523632_22.618814899999997.png,prevent boredom
buses,dynamic movement,engage with surroundings,positive,202211_113.8523632_22.618814899999997.png,increased awareness of environment
buildings,visual interest,explore environment,positive,202211_113.8523632_22.618814899999997.png,curiosity about movement
traffic,stimuli,maintain engagement,positive,202211_113.8523632_22.618814899999997.png,prolonged attention
nature,varied textures,appreciate diversity,positive,202211_113.8523632_22.618814899999997.png,appreciation of nature
architecture,visual interest,stimulate curiosity,positive,202211_113.8523632_22.618814899999997.png,stimulate curiosity
trees,some visual interest,engagement with environment,positive,202211_113.85112164037977_22.720627309694084.png,engagement with environment
fences,limited attention capture,reduced exploration,negative,202211_113.85112164037977_22.720627309694084.png,reduced exploration
roads,routine impression,minimal interaction,negative,202211_113.85112164037977_22.720627309694084.png,minimal interaction
buildings,moderate fascination,occasional visits,neutral,202211_113.85112164037977_22.720627309694084.png,infrequent attendance
trees,moderate visual appeal,casual observation,positive,202211_113.85216690715575_22.747787628110483.png,casual observation
traffic,distracting activity,avoidance of engagement,negative,202211_113.85216690715575_22.747787628110483.png,disconnection from nature
buildings,functional urban environment,transit through space,neutral,202211_113.85216690715575_22.747787628110483.png,passing through
trees,some visual interest,engagement with surroundings,positive,202211_113.8534078_22.777853299999993.png,engagement with surroundings
streetscape,largely monotonous,boredom,negative,202211_113.8534078_22.777853299999993.png,boredom
traffic,lack of engaging qualities,disengagement,negative,202211_113.8534078_22.777853299999993.png,disengagement
architecture,some elements to observe,limited attention capture,neutral,202211_113.8534078_22.777853299999993.png,difficulty in attention capture
sky,sense of openness,increased engagement,positive,202211_113.85353622471642_22.792182942651333.png,increased engagement
architecture,aesthetic appreciation,exploration of surroundings,positive,202211_113.85353622471642_22.792182942651333.png,exploration of surroundings
vehicles,dynamic activity,curiosity about movement,positive,202211_113.85353622471642_22.792182942651333.png,exploration of natural spaces
greenery,calming effect,desire to relax,positive,202211_113.85353622471642_22.792182942651333.png,relaxation
buildings,moderate visual interest,engagement with surroundings,positive,202211_113.8544726_22.604321299999995.png,engagement with surroundings
vehicles,moderate visual interest,engagement with surroundings,positive,202211_113.8544726_22.604321299999995.png,engagement with surroundings
sky,enhanced atmosphere,appreciation of environment,positive,202211_113.8544726_22.604321299999995.png,appreciation of nature
infrastructure,moderate visual interest,engagement with surroundings,positive,202211_113.8544726_22.604321299999995.png,engagement with surroundings
greenery,visually engaging environment,draw the eye,positive,202211_113.8545909_22.612307399999995.png,attract gaze
trees,pleasant aesthetic,capture attention,positive,202211_113.8545909_22.612307399999995.png,attention capture
buildings,prevent boredom,engage with surroundings,positive,202211_113.8545909_22.612307399999995.png,increased awareness of environment
landscapes,dynamic elements,encourage exploration,positive,202211_113.8545909_22.612307399999995.png,willingness to explore
intersection,overwhelming environment,avoidance of the area,negative,202211_113.8551173_22.768481100000006.png,avoidance of distractions
buildings,functional impression,navigating through the space,neutral,202211_113.8551173_22.768481100000006.png,navigating space
greenery,limited nature views,seeking more natural spaces,negative,202211_113.8551173_22.768481100000006.png,exploration of natural environment
concrete,lack of wonder,disengagement from surroundings,negative,202211_113.8551173_22.768481100000006.png,failure to draw attention
trees,not highly fascinating,potential boredom,negative,202211_113.8551969_22.763327199999996.png,potential boredom
roads,functional environment,limited attention,negative,202211_113.8551969_22.763327199999996.png,lower engagement
vehicles,lack of awe,disinterest,negative,202211_113.8551969_22.763327199999996.png,disinterest
infrastructure,uninspiring,reduced engagement,negative,202211_113.8551969_22.763327199999996.png,reduced engagement
buildings,sense of interest,engagement in surroundings,positive,202211_113.8553345_22.800462200000002.png,participation in tasks
traffic,urban bustle,exploration of the area,positive,202211_113.8553345_22.800462200000002.png,enhance curiosity
greenery,visual appeal,relaxation in space,positive,202211_113.8553345_22.800462200000002.png,desire for relaxation
shops,variety and interest,shopping or browsing,positive,202211_113.8553345_22.800462200000002.png,engagement with city life
urban setting,moderate fascination,potential disengagement,neutral,202211_113.8553345_22.800462200000002.png,disengagement or boredom
buildings,somewhat utilitarian,limits fascination,negative,202211_113.8575257_22.717668000000003.png,reduced appeal
vehicles,somewhat utilitarian,limits fascination,negative,202211_113.8575257_22.717668000000003.png,reduced appeal
trees,some visual interest,potential for fascination,neutral,202211_113.8575257_22.717668000000003.png,seeking discovery
architecture,feeling of potential boredom,hard to become engrossed,negative,202211_113.85825947310444_22.797703343849943.png,increased boredom
parking,feeling of potential boredom,hard to become engrossed,negative,202211_113.85825947310444_22.797703343849943.png,increased boredom
elements,lack of interest,disengagement from surroundings,negative,202211_113.85825947310444_22.797703343849943.png,failure to draw attention
trees,some visual interest,attract attention,positive,202211_113.85560042621323_22.806993254660956.png,invites exploration
sky,limited captivating qualities,reduce engagement,negative,202211_113.85560042621323_22.806993254660956.png,decreased engagement
vehicles,functional space,pass through,neutral,202211_113.85560042621323_22.806993254660956.png,navigation through environment
advertisements,not particularly engaging,minimal attention,negative,202211_113.85560042621323_22.806993254660956.png,diminished interest
urban environment,repetitive nature,lack of exploration,negative,202211_113.85560042621323_22.806993254660956.png,lack of exploration
traffic,lack of interest,boredom,negative,202211_113.85819613679381_22.725170089436336.png,boredom
buildings,limited novelty,disengagement,negative,202211_113.85819613679381_22.725170089436336.png,disengagement
sky,minimal attention,indifference,negative,202211_113.85819613679381_22.725170089436336.png,reduced curiosity
vehicles,dynamic environment,exploration,positive,202211_113.85615404954251_22.626227870133516.png,exploration
buildings,limited fascination,disengagement,negative,202211_113.85615404954251_22.626227870133516.png,disengagement
greenery,some visual interest,appreciation,positive,202211_113.85615404954251_22.626227870133516.png,appreciation
sky,overcast mood,withdrawal,negative,202211_113.85615404954251_22.626227870133516.png,withdrawal
cranes,low fascination,lack of engagement,negative,202211_113.8574057_22.545159999999996.png,lack of engagement
trucks,low fascination,lack of engagement,negative,202211_113.8574057_22.545159999999996.png,lack of engagement
containers,low fascination,lack of engagement,negative,202211_113.8574057_22.545159999999996.png,lack of engagement
street,overwhelmed by complexity,avoidance of engagement,negative,202211_113.8584858_22.612618199999996.png,disconnection from nature
buildings,functional but uninviting,lack of exploration,negative,202211_113.8584858_22.612618199999996.png,lack of exploration
construction,distraction from interest,withdrawal from area,negative,202211_113.8584858_22.612618199999996.png,increased boredom
street,hard to be bored,exploring surroundings,positive,202211_113.8558568_22.722151499999992.png,engagement with nature
density,limited novelty,reduced engagement,negative,202211_113.8558568_22.722151499999992.png,reduced engagement
traffic,overwhelmed senses,avoidance of congestion,negative,202211_113.8558568_22.722151499999992.png,navigation choices
vehicles,captures attention,increased observation,positive,202211_113.8590358_22.729269499999997.png,curiosity and observation
buildings,lack of fascination,decreased engagement,negative,202211_113.8590358_22.729269499999997.png,lower engagement
railway,adds visual interest,curiosity to explore,positive,202211_113.8590358_22.729269499999997.png,exploration of local amenities
infrastructure,utilitarian function,limited interaction,negative,202211_113.8590358_22.729269499999997.png,decreased interaction
buildings,somewhat ordinary,limited engagement,negative,202211_113.8582945936846_22.61049962520455.png,limited engagement
trees,less engaging experience,lack of fascination,negative,202211_113.8582945936846_22.61049962520455.png,reduced interest
vehicles,not captivating,diminished interest,negative,202211_113.8582945936846_22.61049962520455.png,disinterest in space
signs,moderate score,neutral response,neutral,202211_113.8582945936846_22.61049962520455.png,disinterest in activity
fencing,limited fascination,reduced exploration,negative,202211_113.8582945936846_22.61049962520455.png,reduced exploration
trees,captivated attention,engagement with surroundings,positive,202211_113.8593708_22.63093.png,engagement with surroundings
buildings,visual interest,exploration of space,positive,202211_113.8593708_22.63093.png,exploration of space
roads,dynamic environment,movement through area,positive,202211_113.8593708_22.63093.png,navigation and movement
vehicles,busy atmosphere,social interaction,positive,202211_113.8593708_22.63093.png,social interaction
sky,sense of openness,relaxation,positive,202211_113.8593708_22.63093.png,relaxation
buildings,lack of fascination,difficulty in engagement,negative,202211_113.8596726_22.652348399999997.png,difficulty in engagement
traffic,lack of captivating details,disinterest in surroundings,negative,202211_113.8596726_22.652348399999997.png,disinterest in surroundings
people,not particularly novel,reduced attention,negative,202211_113.8596726_22.652348399999997.png,reduced attention
vehicles,captivated attention,increased engagement,positive,202211_113.8590416_22.6640496.png,increased engagement
construction,visual interest,curiosity to explore,positive,202211_113.8590416_22.6640496.png,exploration of local amenities
shops,entertainment,shopping activity,positive,202211_113.8590416_22.6640496.png,shopping activity
traffic lights,alertness,cautious navigation,positive,202211_113.8590416_22.6640496.png,engagement with information
crosswalks,safety awareness,careful crossing,positive,202211_113.8590416_22.6640496.png,crossing streets
street signs,orientation,direction following,positive,202211_113.8590416_22.6640496.png,navigational awareness
intersection,fascination,exploration of surroundings,positive,202211_113.8590416_22.6640496.png,exploration of surroundings
trucks,lack of engagement,disinterest in surroundings,negative,202211_113.8602927_22.553017099999998.png,disinterest in surroundings
construction,lack of curiosity,avoidance of exploration,negative,202211_113.8602927_22.553017099999998.png,reduced curiosity
infrastructure,dullness,reduced attention,negative,202211_113.8602927_22.553017099999998.png,reduced attention
greenery,some visual interest,potentially capture attention,positive,202211_113.86074745378154_22.627523570188313.png,create interest
vehicles,preventing complete boredom,engagement with surroundings,positive,202211_113.86074745378154_22.627523570188313.png,engagement with surroundings
busyness,limited captivating power,distraction from relaxation,negative,202211_113.86074745378154_22.627523570188313.png,distraction from relaxation
lack of unique natural features,diminished appeal,reduced exploration,negative,202211_113.86074745378154_22.627523570188313.png,reduced exploration
buildings,moderate fascination,exploration,neutral,202211_113.861656_22.609471699999997.png,exploration
greenery,interest,engagement,positive,202211_113.861656_22.609471699999997.png,engagement
traffic,curiosity,observation,positive,202211_113.861656_22.609471699999997.png,observation
sky,dullness,disengagement,negative,202211_113.861656_22.609471699999997.png,disengagement
infrastructure,repetitiveness,indifference,negative,202211_113.861656_22.609471699999997.png,reduced curiosity
trees,visual interest,observe surroundings,positive,202211_113.8627652_22.818618999999998.png,observe surroundings
elements,lack of wonder,feel boredom,negative,202211_113.8627652_22.818618999999998.png,feel boredom
vehicles,neutral observation,pass by,neutral,202211_113.8627652_22.818618999999998.png,hurry to cross
materials,minimal engagement,ignore,negative,202211_113.8627652_22.818618999999998.png,ignore
greenery,sense of calmness,relaxation,positive,202211_113.8620948_22.728321099999995.png,relaxation
roads,lack of engagement,disengagement,negative,202211_113.8620948_22.728321099999995.png,disengagement
buildings,lack of curiosity,indifference,negative,202211_113.8620948_22.728321099999995.png,reduced curiosity
traffic,sense of calmness,passive observation,neutral,202211_113.8620948_22.728321099999995.png,passive observation
sky,moderate interest,casual observation,neutral,202211_113.86285746284707_22.779830557045134.png,casual observation
greenery,limited visual appeal,minimal engagement,negative,202211_113.86285746284707_22.779830557045134.png,minimal engagement
buildings,lack of wonder,disinterest,negative,202211_113.86285746284707_22.779830557045134.png,disinterest
cars,ordinary scene,passing through,neutral,202211_113.86285746284707_22.779830557045134.png,transit through space
power lines,visual distraction,avoidance,negative,202211_113.86285746284707_22.779830557045134.png,avoidance
buildings,limited aesthetic appeal,disengagement,negative,202211_113.86309133403947_22.787612110341776.png,disengagement
trees,visual interest,attraction,positive,202211_113.86309133403947_22.787612110341776.png,encourages exploration
cranes,sense of incompleteness,disappointment,negative,202211_113.86309133403947_22.787612110341776.png,increased boredom
trees,limited fascination,boredom,negative,202211_113.8662235_22.822643900000003.png,boredom
traffic,overwhelmed,avoidance,negative,202211_113.8662235_22.822643900000003.png,avoidance
buildings,functional,disengagement,negative,202211_113.8662235_22.822643900000003.png,disengagement
construction,visual limitation,distraction,negative,202211_113.8662235_22.822643900000003.png,distraction
barriers,restricted view,frustration,negative,202211_113.8662235_22.822643900000003.png,poor focus
vehicles,functional urban activity,limited engagement,negative,202211_113.8641105_22.65899359999999.png,limited engagement
buildings,lack of fascination,disinterest,negative,202211_113.8641105_22.65899359999999.png,disinterest
materials,detracted interest,avoidance,negative,202211_113.8641105_22.65899359999999.png,avoidance
wires,visual clutter,distraction,negative,202211_113.8641105_22.65899359999999.png,distraction
elements,limited engagement,lack of exploration,negative,202211_113.8641105_22.65899359999999.png,lack of exploration
buildings,limited fascination,lack of engagement,negative,202211_113.8635362_22.560423499999995.png,lack of engagement
greenery,neutral interest,passive observation,neutral,202211_113.8635362_22.560423499999995.png,passive observation
infrastructure,repetitive visuals,distraction from boredom,neutral,202211_113.8635362_22.560423499999995.png,foster boredom
construction,detracted fascination,avoidance of area,negative,202211_113.8635362_22.560423499999995.png,avoidance of distractions
buildings,lack of fascination,disengagement,negative,202211_113.8660106_22.562435099999995.png,disengagement
sky,monotonous atmosphere,reduced interest,negative,202211_113.8660106_22.562435099999995.png,avoidance of area
vehicles,some dynamism,temporary attention,neutral,202211_113.8660106_22.562435099999995.png,temporary curiosity
crossings,minimal engagement,limited interaction,negative,202211_113.8660106_22.562435099999995.png,decreased interaction
trees,sense of natural beauty,increased attention,positive,202211_113.86772208369885_22.594224140244894.png,increased attention
gardens,visual interest,exploration of details,positive,202211_113.86772208369885_22.594224140244894.png,curiosity about architecture
architecture,pleasant atmosphere,engagement with surroundings,positive,202211_113.86772208369885_22.594224140244894.png,engagement with surroundings
buildings,clean appearance,curiosity,positive,202211_113.86772208369885_22.594224140244894.png,curiosity
buildings,visual interest,draw attention,positive,202211_113.8704657_22.589568399999997.png,notice activity
greenery,prevent boredom,engage with environment,positive,202211_113.8704657_22.589568399999997.png,engagement with the environment
traffic,limited fascination,focus on road travel,negative,202211_113.8704657_22.589568399999997.png,navigation and movement
construction,mixed interest,attract attention,neutral,202211_113.8704657_22.589568399999997.png,invites exploration
overpass,curiosity,explore surroundings,positive,202211_113.8704657_22.589568399999997.png,explore surroundings
buildings,functional busy intersection,distracted observation,negative,202211_113.8705711_22.5535704.png,diverted focus
cranes,lack of peaceful fascination,disengagement,negative,202211_113.8705711_22.5535704.png,disengagement
traffic,detracted attention,avoidance of the area,negative,202211_113.8705711_22.5535704.png,avoidance of distractions
trees,limited fascination,lack of engagement,negative,202211_113.8704171_22.562697100000005.png,lack of engagement
buildings,sense of continuous activity,distraction from restorative elements,negative,202211_113.8704171_22.562697100000005.png,distraction from relaxation
traffic,low boredom,temporary stimulation,neutral,202211_113.8704171_22.562697100000005.png,temporary curiosity
trees,sense of fascination,focused observation,positive,202211_113.8713453310081_22.724809115067085.png,watch activity
hills,sense of fascination,focused observation,positive,202211_113.8713453310081_22.724809115067085.png,watch activity
infrastructure,functional impression,limited exploration,negative,202211_113.8713453310081_22.724809115067085.png,limited exploration
traffic,enhanced focus,increased observation,positive,202211_113.8713453310081_22.724809115067085.png,curiosity and observation
urban,functional impression,limited captivating details,negative,202211_113.8713453310081_22.724809115067085.png,increased boredom
traffic,dynamic interest,engagement with surroundings,positive,202211_113.8685909_22.584936799999998.png,engagement with surroundings
signage,captured attention,exploration of area,positive,202211_113.8685909_22.584936799999998.png,exploration of environment
buildings,visual appeal,appreciation of architecture,positive,202211_113.8685909_22.584936799999998.png,appreciation for aesthetics
sky,enhanced beauty,enjoyment of nature,positive,202211_113.8685909_22.584936799999998.png,enjoy the environment
trees,visual interest,engagement,positive,202211_113.87191125363528_22.599155458008703.png,engagement
buildings,visual interest,engagement,positive,202211_113.87191125363528_22.599155458008703.png,engagement
streetscape,visual interest,engagement,positive,202211_113.87191125363528_22.599155458008703.png,engagement
barriers,limited engagement,boredom,negative,202211_113.87191125363528_22.599155458008703.png,boredom
environment,not captivating,boredom,negative,202211_113.87191125363528_22.599155458008703.png,boredom
greenery,some visual interest,engagement with surroundings,positive,202211_113.8722763_22.551879099999997.png,engagement with surroundings
skyscrapers,overwhelmed by utilitarian nature,disengagement from environment,negative,202211_113.8722763_22.551879099999997.png,avoidance of engagement
traffic,boredom,lack of attention,negative,202211_113.8722763_22.551879099999997.png,lack of attention
buildings,visual interest,exploration,positive,202211_113.87349693118158_22.585965639453615.png,exploration
road,boredom,avoidance,negative,202211_113.87349693118158_22.585965639453615.png,avoidance
greenery,calmness,lingering,positive,202211_113.87349693118158_22.585965639453615.png,pause and observe
vehicles,urban activity,engagement,neutral,202211_113.87349693118158_22.585965639453615.png,engagement
greenery,limited visual interest,feelings of boredom,negative,202211_113.8713587_22.8123886.png,diminished focus
road,functional appearance,lack of engagement,negative,202211_113.8713587_22.8123886.png,lack of engagement
trucks,utilitarian nature,disinterest,negative,202211_113.8713587_22.8123886.png,disinterest
sky,overcast mood,dull feelings,negative,202211_113.8713587_22.8123886.png,increased boredom
trees,moderate fascination,potential for exploration,positive,202211_113.8747501368284_22.5845865660805.png,seeking discovery
walkway,visual interest,encouragement to engage,positive,202211_113.8747501368284_22.5845865660805.png,engaging in outdoor activities
traffic,busy atmosphere,limited engagement,negative,202211_113.8747501368284_22.5845865660805.png,limited engagement
trees,limited fascination,lack of engagement,negative,202211_113.87563624374211_22.816066522327347.png,lack of engagement
cars,diminished interest,reduced exploration,negative,202211_113.87563624374211_22.816066522327347.png,reduced exploration
buildings,lack of intrigue,minimal interaction,negative,202211_113.87563624374211_22.816066522327347.png,minimal interaction
skyscraper,moderate visual interest,limited fascination,neutral,202211_113.8767886_22.5528646.png,low fascination
traffic,sense of urban routine,potential boredom,negative,202211_113.8767886_22.5528646.png,potential boredom
natural elements,lack of engagement,disinterest,negative,202211_113.8767886_22.5528646.png,disinterest
skyscrapers,sense of captivation,engagement with surroundings,positive,202211_113.8772481_22.595554199999995.png,engagement with surroundings
greenery,visual interest,exploration of space,positive,202211_113.8772481_22.595554199999995.png,exploration of space
traffic,dynamic environment,observation of activity,positive,202211_113.8772481_22.595554199999995.png,watch activity
pedestrians,vibrancy,social interaction,positive,202211_113.8772481_22.595554199999995.png,social interaction
trees,calmness,seeking relaxation,positive,202211_113.8772481_22.595554199999995.png,provide relaxation
trees,visual interest,exploration,positive,202211_113.8773508_22.600538799999992.png,exploration
infrastructure,limited captivation,avoidance,negative,202211_113.8773508_22.600538799999992.png,avoidance
sunlight,dynamic quality,engagement,positive,202211_113.8773508_22.600538799999992.png,engagement
traffic,distraction,withdrawal,negative,202211_113.8773508_22.600538799999992.png,withdrawal
construction,urban clutter,disengagement,negative,202211_113.8773508_22.600538799999992.png,disengagement
cityscape,lacks fascination,limited attention span,negative,202211_113.8774333_22.591904599999996.png,difficulty focusing
architecture,functional environment,minimal engagement,negative,202211_113.8774333_22.591904599999996.png,minimal engagement
traffic,distracting presence,diverted focus,negative,202211_113.8774333_22.591904599999996.png,distraction from surroundings
greenery,potential interest,curiosity,neutral,202211_113.8774333_22.591904599999996.png,curiosity
construction,visual detractor,avoidance,negative,202211_113.8774333_22.591904599999996.png,avoidance
trees,visually engaging environment,capture attention,positive,202211_113.8795867_22.5997255.png,attention capture
greenery,sense of activity,reduce boredom,positive,202211_113.8795867_22.5997255.png,struggle with monotony
pavement,varied textures,enhance engagement,positive,202211_113.8795867_22.5997255.png,engaging in outdoor activities
trees,lack of engagement,disinterest in surroundings,negative,202211_113.8801092_22.5758283.png,disinterest in surroundings
street,overwhelmed by activity,avoidance of interaction,negative,202211_113.8801092_22.5758283.png,avoidance of interaction
buildings,sense of confinement,desire to escape,negative,202211_113.8801092_22.5758283.png,escape from boredom
vehicles,chaotic environment,reduction in social engagement,negative,202211_113.8801092_22.5758283.png,lower engagement
trees,moderate fascination,somewhat boring to linger,negative,202211_113.87991546962877_22.58326823724113.png,increased boredom
urban,lack of engagement,disinterest in staying,negative,202211_113.87991546962877_22.58326823724113.png,increased boredom
infrastructure,not exciting,avoidance of the area,negative,202211_113.87991546962877_22.58326823724113.png,avoidance of distractions
traffic,routine monotony,desire to leave,negative,202211_113.87991546962877_22.58326823724113.png,withdrawal from focus
buildings,some visual interest,draw attention,positive,202211_113.8801836_22.8211271.png,notice activity
greenery,some visual interest,draw attention,positive,202211_113.8801836_22.8211271.png,notice activity
traffic,functional environment,limit engagement,negative,202211_113.8801836_22.8211271.png,limit engagement
infrastructure,utilitarian cityscape,prevent boredom,negative,202211_113.8801836_22.8211271.png,prevent boredom
trees,limited fascination,minimal engagement,negative,202211_113.8805085_22.552745300000005.png,minimal engagement
vehicles,dynamic activity,increased movement,positive,202211_113.8805085_22.552745300000005.png,encourage walking
buildings,functional impression,utilitarian navigation,neutral,202211_113.8805085_22.552745300000005.png,navigation through area
sky,overcast mood,reduced exploration,negative,202211_113.8805085_22.552745300000005.png,reduced exploration
construction,disruption,avoidance behavior,negative,202211_113.8805085_22.552745300000005.png,avoidance of distractions
buildings,moderate fascination,draw attention,positive,202211_113.88136_22.584475199999996.png,notice activity
cars,feeling of distraction,divert focus,negative,202211_113.88136_22.584475199999996.png,distraction from relaxation
greenery,visual interest,engage with surroundings,positive,202211_113.88136_22.584475199999996.png,increased awareness of environment
pedestrians,urban activity,observe interactions,neutral,202211_113.88136_22.584475199999996.png,watch activity
sky,enhanced atmosphere,appreciate environment,positive,202211_113.88136_22.584475199999996.png,appreciation of nature
trees,limited visual appeal,lack of engagement,negative,202211_113.880414_22.5504836.png,lack of engagement
buildings,sense of monotony,difficulty in engagement,negative,202211_113.880414_22.5504836.png,difficulty in engagement
sky,subdued atmosphere,lack of interest,negative,202211_113.880414_22.5504836.png,lack of interest
construction,some interest,momentary curiosity,neutral,202211_113.880414_22.5504836.png,fleeting interest
intersection,limited attention,boredom,negative,202211_113.8823335_22.5577071.png,boredom
vehicles,visual complexity,distraction,negative,202211_113.8823335_22.5577071.png,distraction
buildings,lack of fascination,disengagement,negative,202211_113.8823335_22.5577071.png,disengagement
concrete,repetition,indifference,negative,202211_113.8823335_22.5577071.png,reduced curiosity
intersection,somewhat fascinating,engagement with surroundings,positive,202211_113.8822775_22.5709209.png,engagement with surroundings
sky,limiting fascination,reduced exploration,negative,202211_113.8822775_22.5709209.png,reduced exploration
elements,lack of captivating nature,disinterest in environment,negative,202211_113.8822775_22.5709209.png,lack of stimulation
vehicles,moderate fascination,increased curiosity,positive,202211_113.8829096_22.57660509999999.png,increased curiosity
architecture,aesthetic appreciation,engagement with surroundings,positive,202211_113.8829096_22.57660509999999.png,engagement with surroundings
greenery,sense of calm,desire to relax,positive,202211_113.8829096_22.57660509999999.png,relaxation
truck,interest in activity,attention to urban dynamics,neutral,202211_113.8829096_22.57660509999999.png,exploration of urban activities
road,sense of order,navigation and movement,positive,202211_113.8829096_22.57660509999999.png,navigation and movement
trees,connection to nature,exploration of natural spaces,positive,202211_113.8829096_22.57660509999999.png,exploration of natural environment
sky,expansive feeling,inspiration and reflection,positive,202211_113.8829096_22.57660509999999.png,pause and reflect
trees,lack of natural draw,disengagement,negative,202211_113.8865092_22.733605699999995.png,disengagement
barricades,sense of obstruction,avoidance,negative,202211_113.8865092_22.733605699999995.png,avoidance
traffic,stress and distraction,frustration,negative,202211_113.8865092_22.733605699999995.png,poor focus
construction,chaotic environment,withdrawal,negative,202211_113.8865092_22.733605699999995.png,withdrawal
trees,low fascination,boredom,negative,202211_113.88349655044284_22.72249531366094.png,boredom
buildings,low visual appeal,disengagement,negative,202211_113.88349655044284_22.72249531366094.png,disengagement
traffic,monotony,lack of interest,negative,202211_113.88349655044284_22.72249531366094.png,lack of interest
trees,visual interest,exploration,positive,202211_113.88388774733852_22.581637683111726.png,exploration
construction,limited attention,disengagement,negative,202211_113.88388774733852_22.581637683111726.png,disengagement
streets,boredom,avoidance,negative,202211_113.88388774733852_22.581637683111726.png,avoidance
advertising,splash of color,temporary distraction,neutral,202211_113.88388774733852_22.581637683111726.png,distraction from restorative elements
greenery,moderate fascination,appreciation of nature,positive,202211_113.8846382_22.7474346.png,admiration
flowers,visual interest,engagement with beauty,positive,202211_113.8846382_22.7474346.png,appreciation for aesthetics
roads,limited engagement,hasty travel,negative,202211_113.8846382_22.7474346.png,hurry to cross
clouds,pleasant atmosphere,enjoyment of scenery,positive,202211_113.8846382_22.7474346.png,appreciation of beauty
trees,moderate fascination,engagement with surroundings,positive,202211_113.88679688991533_22.57914480276345.png,engagement with surroundings
streets,visual interest,exploration of urban activities,positive,202211_113.88679688991533_22.57914480276345.png,exploration of urban activities
architecture,captivating atmosphere,appreciation of design,positive,202211_113.88679688991533_22.57914480276345.png,admiration
buses,sense of activity,participation in urban life,positive,202211_113.88679688991533_22.57914480276345.png,social interaction
shops,ongoing engagement,social interaction,positive,202211_113.88679688991533_22.57914480276345.png,social interaction
scaffolding,lack of fascination,limited attention,negative,202211_113.88693347520126_22.584208832517255.png,lower engagement
